t,C,test_oracle_cost,test_ap,test_auroc,train_auroc,active_frac,wnorm,app_auroc,cv_auroc,ds
350,0.3,0.0,1.0,1.0,1.0,0.6429,3.6564,1.0,1.0,caltech
350,1.0,0.0,1.0,1.0,1.0,0.354,4.1224,1.0,1.0,caltech
350,3.0,0.0,1.0,1.0,1.0,0.2223,4.4117,1.0,1.0,caltech
350,10.0,0.0,1.0,1.0,1.0,0.1563,4.6036,1.0,1.0,caltech
350,30.0,0.0,1.0,1.0,1.0,0.1334,4.6907,1.0,1.0,caltech
400,0.001,0.0004,0.9993,1.0,1.0,1.0,0.2065,0.9999,0.9999,caltech
400,0.003,0.0002,0.9995,1.0,1.0,1.0,0.5487,1.0,0.9999,caltech
400,0.01,0.0001,0.9997,1.0,1.0,1.0,1.3265,1.0,1.0,caltech
400,0.03,0.0,0.9998,1.0,1.0,1.0,2.263,1.0,1.0,caltech
400,0.1,0.0,1.0,1.0,1.0,0.8989,3.108,1.0,1.0,caltech
400,0.3,0.0,1.0,1.0,1.0,0.5735,3.6696,1.0,1.0,caltech
400,1.0,0.0,1.0,1.0,1.0,0.3125,4.1342,1.0,1.0,caltech
400,3.0,0.0,1.0,1.0,1.0,0.1961,4.427,1.0,1.0,caltech
400,10.0,0.0,1.0,1.0,1.0,0.1383,4.6222,1.0,1.0,caltech
400,30.0,0.0,1.0,1.0,1.0,0.118,4.7105,1.0,1.0,caltech
5,0.001,0.2437,0.5786,0.9149,1.0,1.0,0.0036,0.9706,0.9666,coco
5,0.003,0.2437,0.5786,0.9149,1.0,1.0,0.0108,0.9706,0.9666,coco
5,0.01,0.2438,0.5784,0.9149,1.0,1.0,0.0356,0.9706,0.9666,coco
5,0.03,0.244,0.5782,0.9148,1.0,1.0,0.1041,0.9706,0.9666,coco
5,0.1,0.2443,0.5779,0.9147,1.0,1.0,0.3181,0.9706,0.9666,coco
5,0.3,0.2446,0.578,0.9146,1.0,1.0,0.773,0.9706,0.9666,coco
5,1.0,0.2454,0.5783,0.9142,1.0,1.0,1.5578,0.9706,0.9666,coco
5,3.0,0.2464,0.579,0.9138,1.0,1.0,2.211,0.9706,0.9666,coco
5,10.0,0.2471,0.5794,0.9134,1.0,1.0,2.6047,0.9706,0.9666,coco
5,30.0,0.2473,0.5795,0.9132,1.0,1.0,2.7486,0.9706,0.9666,coco
10,0.001,0.189,0.6622,0.9404,1.0,1.0,0.0054,0.9711,0.9788,coco
10,0.003,0.1892,0.662,0.9404,1.0,1.0,0.0162,0.9711,0.9788,coco
10,0.01,0.1896,0.6618,0.9402,1.0,1.0,0.0532,0.9711,0.9788,coco
10,0.03,0.1902,0.6615,0.9398,1.0,1.0,0.1539,0.9711,0.9769,coco
10,0.1,0.1911,0.6614,0.9394,1.0,1.0,0.463,0.9711,0.9763,coco
10,0.3,0.1916,0.6623,0.9391,1.0,1.0,1.1007,0.9724,0.9767,coco
10,1.0,0.1928,0.6635,0.9385,1.0,1.0,2.1598,0.9724,0.9746,coco
10,3.0,0.195,0.6631,0.9374,1.0,1.0,3.0323,0.9697,0.9753,coco
10,10.0,0.1961,0.6619,0.9361,1.0,0.9984,3.5748,0.9684,0.9762,coco
10,30.0,0.1973,0.6611,0.9355,1.0,0.9963,3.7803,0.9684,0.9762,coco
15,0.001,0.1647,0.7072,0.9498,1.0,1.0,0.0071,0.9421,0.9453,coco
15,0.003,0.1648,0.7071,0.9498,1.0,1.0,0.021,0.9414,0.9453,coco
15,0.01,0.165,0.7073,0.9496,1.0,1.0,0.0687,0.9414,0.9453,coco
15,0.03,0.1652,0.7077,0.9493,1.0,1.0,0.1977,0.9401,0.9448,coco
15,0.1,0.1657,0.7087,0.9491,1.0,1.0,0.587,0.9386,0.9429,coco
15,0.3,0.1657,0.7104,0.9489,1.0,1.0,1.3641,0.9382,0.9441,coco
15,1.0,0.1669,0.7117,0.9483,1.0,1.0,2.5995,0.943,0.9449,coco
15,3.0,0.1699,0.7109,0.947,1.0,0.9968,3.5962,0.9432,0.9449,coco
15,10.0,0.1742,0.7084,0.9453,1.0,0.9835,4.2262,0.9421,0.9452,coco
15,30.0,0.176,0.7071,0.9445,1.0,0.9702,4.4713,0.9421,0.9452,coco
20,0.001,0.1565,0.7203,0.9522,1.0,1.0,0.0086,0.9203,0.9336,coco
20,0.003,0.1567,0.7204,0.9521,1.0,1.0,0.0257,0.9207,0.9336,coco
20,0.01,0.1569,0.7208,0.9519,1.0,1.0,0.0837,0.9203,0.9332,coco
20,0.03,0.1571,0.7213,0.9517,1.0,1.0,0.2395,0.921,0.9331,coco
20,0.1,0.1569,0.7229,0.9515,1.0,1.0,0.7014,0.9206,0.933,coco
20,0.3,0.1571,0.725,0.9515,1.0,1.0,1.5912,0.9216,0.9361,coco
20,1.0,0.1581,0.7272,0.951,1.0,1.0,2.9456,0.9292,0.937,coco
20,3.0,0.161,0.726,0.9495,1.0,0.9892,4.0214,0.934,0.9407,coco
20,10.0,0.1651,0.7233,0.9478,1.0,0.9553,4.7206,0.9369,0.9386,coco
20,30.0,0.1668,0.7216,0.9469,1.0,0.9363,5.0025,0.9369,0.9398,coco
30,0.001,0.1478,0.7365,0.9562,0.9994,1.0,0.0118,0.9187,0.9126,coco
30,0.003,0.148,0.7366,0.9561,0.9994,1.0,0.0349,0.9184,0.9113,coco
30,0.01,0.1478,0.737,0.9559,0.9995,1.0,0.113,0.9176,0.9113,coco
30,0.03,0.1476,0.7377,0.9557,0.9996,1.0,0.3198,0.9154,0.9098,coco
30,0.1,0.1472,0.7397,0.9558,0.9999,1.0,0.9103,0.9158,0.9099,coco
30,0.3,0.1462,0.7424,0.9559,0.9999,1.0,1.971,0.9203,0.9138,coco
30,1.0,0.1477,0.7443,0.9555,1.0,0.9974,3.4711,0.9285,0.9197,coco
30,3.0,0.1529,0.7424,0.9543,1.0,0.9575,4.6449,0.9277,0.9224,coco
30,10.0,0.1579,0.7385,0.9528,1.0,0.9047,5.446,0.93,0.9253,coco
30,30.0,0.1602,0.7363,0.9519,1.0,0.8747,5.7887,0.9298,0.926,coco
40,0.001,0.1427,0.7445,0.9582,0.9976,1.0,0.0148,0.8826,0.8971,coco
40,0.003,0.1427,0.7447,0.9581,0.9977,1.0,0.0439,0.8825,0.8968,coco
40,0.01,0.1427,0.7453,0.9579,0.998,1.0,0.1415,0.881,0.8949,coco
40,0.03,0.1426,0.7464,0.9578,0.9985,1.0,0.3964,0.8797,0.8946,coco
40,0.1,0.1421,0.749,0.958,0.9992,1.0,1.0984,0.8819,0.8964,coco
40,0.3,0.1419,0.7525,0.9583,0.9998,1.0,2.2849,0.8859,0.9021,coco
40,1.0,0.1425,0.7549,0.9582,1.0,0.9916,3.8711,0.8963,0.9137,coco
40,3.0,0.1458,0.7527,0.9572,1.0,0.9303,5.1102,0.9049,0.9214,coco
40,10.0,0.1506,0.7485,0.9558,1.0,0.8561,5.9922,0.9087,0.9258,coco
40,30.0,0.1532,0.7461,0.9549,1.0,0.8193,6.3862,0.9092,0.9281,coco
60,0.001,0.1346,0.7523,0.9617,0.9939,1.0,0.0208,0.8976,0.89,coco
60,0.003,0.1343,0.7529,0.9616,0.994,1.0,0.0613,0.897,0.8896,coco
60,0.01,0.1343,0.754,0.9615,0.9946,1.0,0.1961,0.8969,0.8887,coco
60,0.03,0.134,0.756,0.9615,0.9955,1.0,0.539,0.898,0.8884,coco
60,0.1,0.1328,0.7599,0.9619,0.9976,1.0,1.4236,0.9006,0.8913,coco
60,0.3,0.1323,0.7647,0.9622,0.9994,1.0,2.7803,0.9073,0.899,coco
60,1.0,0.1325,0.7676,0.9619,1.0,0.9704,4.4753,0.9159,0.9135,coco
60,3.0,0.1358,0.7649,0.9607,1.0,0.8672,5.8331,0.9225,0.9226,coco
60,10.0,0.1413,0.7607,0.9592,1.0,0.7644,6.872,0.926,0.9261,coco
60,30.0,0.1442,0.7581,0.9584,1.0,0.7181,7.3686,0.9259,0.9273,coco
80,0.001,0.1325,0.758,0.9636,0.9906,1.0,0.0262,0.8833,0.8847,coco
80,0.003,0.1323,0.7587,0.9635,0.9908,1.0,0.077,0.8828,0.884,coco
80,0.01,0.1322,0.7598,0.9635,0.9915,1.0,0.2445,0.8824,0.8841,coco
80,0.03,0.1312,0.7621,0.9636,0.9932,1.0,0.6614,0.8838,0.8855,coco
80,0.1,0.1291,0.7672,0.9642,0.9966,1.0,1.6852,0.8888,0.8906,coco
80,0.3,0.1275,0.7727,0.9646,0.9992,0.9992,3.1631,0.8979,0.9012,coco
80,1.0,0.1285,0.7753,0.9644,1.0,0.9435,4.9676,0.9116,0.9157,coco
80,3.0,0.1317,0.773,0.9631,1.0,0.8134,6.4672,0.9195,0.9231,coco
80,10.0,0.1364,0.7687,0.9615,1.0,0.7023,7.6761,0.9218,0.9248,coco
80,30.0,0.1387,0.7658,0.9607,1.0,0.65,8.2805,0.9214,0.9244,coco
100,0.001,0.1297,0.7637,0.9649,0.9854,1.0,0.0306,0.8564,0.8747,coco
100,0.003,0.1298,0.7643,0.9649,0.9858,1.0,0.0898,0.8555,0.8743,coco
100,0.01,0.1296,0.7659,0.9649,0.9869,1.0,0.284,0.8553,0.8751,coco
100,0.03,0.1286,0.7692,0.9652,0.9894,1.0,0.7602,0.8571,0.8769,coco
100,0.1,0.1261,0.7754,0.9659,0.9945,1.0,1.8948,0.8624,0.8849,coco
100,0.3,0.124,0.7817,0.9664,0.9986,0.9983,3.4866,0.8737,0.8971,coco
100,1.0,0.1254,0.7846,0.9661,0.9999,0.9183,5.4425,0.8891,0.9107,coco
100,3.0,0.1288,0.7823,0.9649,1.0,0.7754,7.1376,0.8987,0.9184,coco
100,10.0,0.1338,0.7775,0.9635,1.0,0.6612,8.5764,0.9016,0.9209,coco
100,30.0,0.1367,0.7742,0.9626,1.0,0.6078,9.3332,0.9023,0.9214,coco
120,0.001,0.1273,0.767,0.9652,0.9804,1.0,0.0347,0.8702,0.8701,coco
120,0.003,0.1274,0.7677,0.9652,0.9808,1.0,0.1016,0.8693,0.8697,coco
120,0.01,0.1273,0.7696,0.9653,0.9823,1.0,0.32,0.8691,0.8701,coco
120,0.03,0.1257,0.7739,0.9657,0.9858,1.0,0.8485,0.8713,0.8725,coco
120,0.1,0.1231,0.7822,0.9667,0.9926,1.0,2.0776,0.8773,0.8799,coco
120,0.3,0.1208,0.7904,0.9675,0.998,0.9957,3.7678,0.8878,0.8922,coco
120,1.0,0.1221,0.7937,0.9671,0.9998,0.8998,5.8671,0.9012,0.9069,coco
120,3.0,0.1269,0.7907,0.9657,1.0,0.7542,7.7569,0.9069,0.9158,coco
120,10.0,0.1331,0.7849,0.9641,1.0,0.6325,9.4423,0.9086,0.918,coco
120,30.0,0.1373,0.7806,0.963,1.0,0.5739,10.3795,0.9081,0.9182,coco
150,0.001,0.1269,0.7729,0.9649,0.9705,1.0,0.0407,0.8685,0.8722,coco
150,0.003,0.1268,0.7738,0.9649,0.9711,1.0,0.1189,0.8686,0.8717,coco
150,0.01,0.1262,0.7762,0.9651,0.9733,1.0,0.3724,0.8695,0.8729,coco
150,0.03,0.1242,0.7821,0.966,0.9781,1.0,0.9725,0.8729,0.8764,coco
150,0.1,0.1209,0.793,0.9677,0.9879,1.0,2.3185,0.881,0.8851,coco
150,0.3,0.1173,0.8024,0.9689,0.9961,0.9913,4.1232,0.8935,0.8981,coco
150,1.0,0.1189,0.806,0.9686,0.9995,0.8756,6.4236,0.9071,0.9121,coco
150,3.0,0.1249,0.8023,0.9668,1.0,0.7276,8.6344,0.9137,0.9186,coco
150,10.0,0.1326,0.7955,0.9647,1.0,0.592,10.7622,0.9146,0.9191,coco
150,30.0,0.137,0.7901,0.9633,1.0,0.5294,12.0234,0.9137,0.9179,coco
200,0.001,0.1261,0.7699,0.963,0.9598,1.0,0.0527,0.8841,0.8864,coco
200,0.003,0.1258,0.7712,0.963,0.9607,1.0,0.1532,0.884,0.8864,coco
200,0.01,0.1247,0.7748,0.9636,0.9637,1.0,0.4726,0.8853,0.888,coco
200,0.03,0.1222,0.7829,0.9653,0.9706,1.0,1.195,0.8893,0.8925,coco
200,0.1,0.1169,0.7974,0.9683,0.9835,1.0,2.695,0.8985,0.9017,coco
200,0.3,0.1122,0.8103,0.9705,0.9942,0.9798,4.5882,0.9101,0.9146,coco
200,1.0,0.1137,0.8151,0.9702,0.9992,0.8491,7.0479,0.9214,0.926,coco
200,3.0,0.1192,0.8119,0.9683,1.0,0.6768,9.5766,0.9274,0.9312,coco
200,10.0,0.1268,0.8051,0.966,1.0,0.5291,12.2056,0.9278,0.9315,coco
200,30.0,0.1313,0.7996,0.9644,1.0,0.4679,13.8569,0.9266,0.9303,coco
250,0.001,0.125,0.77,0.9628,0.9531,1.0,0.0645,0.8809,0.8887,coco
250,0.003,0.1243,0.7717,0.963,0.9542,1.0,0.1865,0.8814,0.889,coco
250,0.01,0.1225,0.7762,0.9639,0.9579,1.0,0.5669,0.8831,0.8909,coco
250,0.03,0.1188,0.7866,0.9662,0.9663,1.0,1.3916,0.8877,0.8959,coco
250,0.1,0.1113,0.8042,0.9701,0.9814,0.9998,3.004,0.8988,0.9071,coco
250,0.3,0.1064,0.8191,0.9724,0.9932,0.9686,4.9739,0.9124,0.9194,coco
250,1.0,0.1075,0.8234,0.9717,0.9989,0.8274,7.5885,0.9233,0.9299,coco
250,3.0,0.1132,0.8204,0.9695,0.9999,0.6249,10.3894,0.9265,0.9338,coco
250,10.0,0.1201,0.8142,0.9671,1.0,0.4796,13.4439,0.9257,0.9329,coco
250,30.0,0.1252,0.8087,0.9654,1.0,0.4231,15.4442,0.9244,0.9312,coco
300,0.001,0.1234,0.7652,0.9629,0.9498,1.0,0.0775,0.8908,0.895,coco
300,0.003,0.1226,0.7671,0.9632,0.9511,1.0,0.223,0.8912,0.8956,coco
300,0.01,0.1202,0.773,0.9644,0.9554,1.0,0.6667,0.8932,0.8977,coco
300,0.03,0.1153,0.785,0.9672,0.9647,1.0,1.5862,0.898,0.9028,coco
300,0.1,0.1071,0.8057,0.9715,0.9809,0.9995,3.2829,0.9082,0.914,coco
300,0.3,0.1017,0.8214,0.9738,0.993,0.9553,5.2981,0.9205,0.9265,coco
300,1.0,0.1036,0.8265,0.9731,0.9989,0.7948,8.0022,0.9298,0.9368,coco
300,3.0,0.1101,0.8238,0.9709,0.9999,0.5802,10.9425,0.933,0.9406,coco
300,10.0,0.1172,0.8172,0.9683,1.0,0.4357,14.2232,0.9314,0.9394,coco
300,30.0,0.1212,0.8118,0.9666,1.0,0.3799,16.4247,0.9291,0.9373,coco
350,0.001,0.1215,0.7639,0.963,0.9488,1.0,0.0913,0.9023,0.9046,coco
350,0.003,0.1207,0.7663,0.9634,0.9503,1.0,0.2613,0.9027,0.9051,coco
350,0.01,0.1182,0.7732,0.9649,0.9549,1.0,0.7676,0.9044,0.9074,coco
350,0.03,0.1137,0.7867,0.9683,0.9647,1.0,1.7712,0.9092,0.9127,coco
350,0.1,0.1041,0.8088,0.973,0.981,0.9989,3.5292,0.9196,0.9237,coco
350,0.3,0.0988,0.8241,0.9752,0.9928,0.9454,5.5684,0.9317,0.9357,coco
350,1.0,0.1016,0.8287,0.9744,0.9988,0.7614,8.3056,0.9409,0.9444,coco
350,3.0,0.108,0.8257,0.9721,0.9999,0.5347,11.3301,0.9429,0.9457,coco
350,10.0,0.1153,0.8185,0.9695,1.0,0.3964,14.8005,0.9408,0.9424,coco
350,30.0,0.1196,0.8133,0.9677,1.0,0.3434,17.1985,0.9381,0.9398,coco
400,0.001,0.1228,0.7643,0.9629,0.9494,1.0,0.106,0.9071,0.9116,coco
400,0.003,0.1217,0.767,0.9633,0.951,1.0,0.3014,0.9076,0.9122,coco
400,0.01,0.1184,0.7744,0.9652,0.9559,1.0,0.8696,0.91,0.9149,coco
400,0.03,0.1129,0.7883,0.9689,0.9658,1.0,1.9472,0.9156,0.9208,coco
400,0.1,0.1025,0.8108,0.9738,0.9819,0.9977,3.7455,0.9265,0.9315,coco
400,0.3,0.0977,0.8265,0.9759,0.9929,0.9345,5.7907,0.9379,0.9424,coco
400,1.0,0.1008,0.8307,0.9748,0.9986,0.7177,8.5338,0.9462,0.9503,coco
400,3.0,0.1081,0.8277,0.9725,0.9999,0.4912,11.5967,0.9468,0.9505,coco
400,10.0,0.116,0.8201,0.9696,1.0,0.3609,15.1668,0.9432,0.9469,coco
400,30.0,0.1204,0.8145,0.9677,1.0,0.3108,17.7062,0.94,0.9441,coco
5,0.001,0.5445,0.2446,0.7477,1.0,1.0,0.0033,0.6905,0.694,vg
5,0.003,0.5445,0.2446,0.7477,1.0,1.0,0.0099,0.6905,0.694,vg
5,0.01,0.5443,0.2446,0.7478,1.0,1.0,0.0329,0.6905,0.6964,vg
5,0.03,0.544,0.2446,0.748,1.0,1.0,0.0962,0.6905,0.6964,vg
5,0.1,0.5432,0.2443,0.7483,1.0,1.0,0.2967,0.6905,0.6964,vg
5,0.3,0.5425,0.2437,0.7484,1.0,1.0,0.7364,0.6905,0.6964,vg
5,1.0,0.5431,0.2419,0.7477,1.0,1.0,1.5504,0.6905,0.6964,vg
5,3.0,0.5448,0.2402,0.7464,1.0,1.0,2.3096,0.6929,0.6988,vg
5,10.0,0.5477,0.2393,0.7449,1.0,1.0,2.8347,0.6929,0.7012,vg
5,30.0,0.5493,0.2391,0.7441,1.0,1.0,3.0526,0.6976,0.7012,vg
10,0.001,0.4543,0.3205,0.8077,0.9991,1.0,0.0049,0.6736,0.6822,vg
10,0.003,0.4544,0.3204,0.8077,0.9993,1.0,0.0147,0.6736,0.6822,vg
10,0.01,0.4548,0.32,0.8075,0.9995,1.0,0.0484,0.6725,0.6822,vg
10,0.03,0.4556,0.3195,0.8071,0.9996,1.0,0.141,0.6714,0.6822,vg
10,0.1,0.4564,0.3184,0.8067,0.9998,1.0,0.4297,0.6703,0.6821,vg
10,0.3,0.4574,0.3177,0.8062,1.0,1.0,1.0476,0.6758,0.6814,vg
10,1.0,0.4613,0.3143,0.8042,1.0,1.0,2.1629,0.6779,0.6764,vg
10,3.0,0.4689,0.3071,0.8001,1.0,1.0,3.2123,0.6747,0.6713,vg
10,10.0,0.4789,0.2976,0.7952,1.0,0.9948,3.9786,0.6758,0.6706,vg
10,30.0,0.4844,0.2929,0.7925,1.0,0.9917,4.316,0.6758,0.6672,vg
15,0.001,0.4291,0.3442,0.8237,0.999,1.0,0.0064,0.619,0.617,vg
15,0.003,0.4293,0.3441,0.8236,0.999,1.0,0.019,0.6185,0.6162,vg
15,0.01,0.4298,0.3438,0.8232,0.999,1.0,0.0624,0.6185,0.615,vg
15,0.03,0.4301,0.3435,0.8228,0.9993,1.0,0.1808,0.6161,0.6118,vg
15,0.1,0.4307,0.3432,0.8223,0.9998,1.0,0.5446,0.6147,0.6135,vg
15,0.3,0.4315,0.3436,0.8216,0.9999,1.0,1.302,0.6167,0.6173,vg
15,1.0,0.4363,0.3411,0.8184,1.0,1.0,2.6181,0.6161,0.6197,vg
15,3.0,0.4478,0.3344,0.8124,1.0,0.9962,3.8295,0.617,0.6232,vg
15,10.0,0.4588,0.3254,0.8058,1.0,0.9748,4.7225,0.6192,0.6234,vg
15,30.0,0.4648,0.3205,0.8024,1.0,0.9617,5.1222,0.6176,0.6224,vg
20,0.001,0.4124,0.3603,0.8323,0.998,1.0,0.0078,0.6067,0.6129,vg
20,0.003,0.4129,0.3602,0.8321,0.998,1.0,0.0232,0.6064,0.6118,vg
20,0.01,0.4136,0.3598,0.8318,0.9981,1.0,0.0759,0.6052,0.6123,vg
20,0.03,0.4142,0.36,0.8314,0.9985,1.0,0.2187,0.6025,0.6116,vg
20,0.1,0.4144,0.3603,0.8311,0.9992,1.0,0.6511,0.6042,0.6115,vg
20,0.3,0.4152,0.3601,0.8302,0.9997,1.0,1.5254,0.6085,0.6177,vg
20,1.0,0.4209,0.357,0.8266,1.0,0.9996,2.9859,0.6176,0.6237,vg
20,3.0,0.4323,0.3504,0.8201,1.0,0.9826,4.3019,0.6238,0.6267,vg
20,10.0,0.4434,0.3417,0.8135,1.0,0.9513,5.2809,0.6283,0.6319,vg
20,30.0,0.4499,0.3362,0.8102,1.0,0.935,5.7254,0.6279,0.631,vg
30,0.001,0.3892,0.3836,0.8444,0.9956,1.0,0.0104,0.5803,0.5966,vg
30,0.003,0.3893,0.3834,0.8443,0.9957,1.0,0.0309,0.5797,0.5953,vg
30,0.01,0.3899,0.3833,0.8439,0.9959,1.0,0.1006,0.5768,0.5935,vg
30,0.03,0.3906,0.3834,0.8436,0.9964,1.0,0.2876,0.577,0.5926,vg
30,0.1,0.3915,0.3843,0.8431,0.9979,1.0,0.8389,0.5776,0.5969,vg
30,0.3,0.3935,0.3838,0.8417,0.9994,1.0,1.8997,0.5854,0.6042,vg
30,1.0,0.401,0.3794,0.837,1.0,0.9971,3.5739,0.5986,0.6195,vg
30,3.0,0.4132,0.371,0.8302,1.0,0.9599,5.0497,0.6118,0.6334,vg
30,10.0,0.4252,0.3612,0.8239,1.0,0.9091,6.1692,0.625,0.6443,vg
30,30.0,0.4309,0.3555,0.8207,1.0,0.882,6.6955,0.629,0.6488,vg
40,0.001,0.3748,0.3964,0.8522,0.9912,1.0,0.0128,0.6027,0.6058,vg
40,0.003,0.3752,0.3964,0.8521,0.9913,1.0,0.0381,0.6019,0.6059,vg
40,0.01,0.3755,0.3965,0.8519,0.9919,1.0,0.1236,0.6003,0.6058,vg
40,0.03,0.3754,0.3968,0.8519,0.9929,1.0,0.3508,0.5977,0.6044,vg
40,0.1,0.3747,0.3978,0.8518,0.9956,1.0,1.0044,0.6005,0.6072,vg
40,0.3,0.3764,0.398,0.8506,0.9984,1.0,2.2107,0.6072,0.6158,vg
40,1.0,0.3845,0.3939,0.846,0.9999,0.99,4.0392,0.6182,0.6298,vg
40,3.0,0.3972,0.3851,0.8393,1.0,0.9355,5.6464,0.63,0.6491,vg
40,10.0,0.4107,0.3745,0.8328,1.0,0.8712,6.9019,0.6412,0.6621,vg
40,30.0,0.4174,0.3677,0.8293,1.0,0.8334,7.5113,0.6474,0.6691,vg
60,0.001,0.353,0.4098,0.8663,0.9839,1.0,0.0175,0.6369,0.6523,vg
60,0.003,0.3529,0.41,0.8663,0.9843,1.0,0.0519,0.6365,0.6508,vg
60,0.01,0.353,0.4103,0.8664,0.9853,1.0,0.1674,0.6354,0.6492,vg
60,0.03,0.3515,0.4113,0.8666,0.9874,1.0,0.4684,0.6363,0.6486,vg
60,0.1,0.3504,0.4129,0.8667,0.9922,1.0,1.2956,0.6388,0.6544,vg
60,0.3,0.3522,0.413,0.8648,0.997,1.0,2.721,0.6488,0.6669,vg
60,1.0,0.3653,0.4078,0.8584,0.9997,0.973,4.7705,0.6691,0.687,vg
60,3.0,0.3802,0.3983,0.8503,1.0,0.8871,6.5933,0.6895,0.7065,vg
60,10.0,0.3945,0.387,0.843,1.0,0.7914,8.1069,0.6983,0.7145,vg
60,30.0,0.4007,0.3794,0.839,1.0,0.7439,8.8921,0.7007,0.7153,vg
80,0.001,0.3355,0.4208,0.8739,0.9763,1.0,0.0214,0.669,0.653,vg
80,0.003,0.3352,0.4212,0.874,0.9766,1.0,0.0632,0.6686,0.6516,vg
80,0.01,0.3347,0.4218,0.8742,0.978,1.0,0.2029,0.6675,0.6503,vg
80,0.03,0.3343,0.4237,0.8747,0.9817,1.0,0.562,0.6679,0.6505,vg
80,0.1,0.334,0.4263,0.8747,0.9888,1.0,1.5192,0.6727,0.6579,vg
80,0.3,0.3376,0.4263,0.8721,0.9955,0.9997,3.1149,0.6848,0.6729,vg
80,1.0,0.3515,0.4193,0.8644,0.9995,0.9579,5.3955,0.7039,0.7006,vg
80,3.0,0.3689,0.4093,0.8556,1.0,0.8505,7.4939,0.7194,0.7202,vg
80,10.0,0.3854,0.3977,0.8482,1.0,0.7443,9.3241,0.7262,0.7294,vg
80,30.0,0.392,0.3905,0.8442,1.0,0.6924,10.3164,0.7266,0.7306,vg
100,0.001,0.3349,0.4288,0.8759,0.9659,1.0,0.0247,0.6651,0.6665,vg
100,0.003,0.3346,0.4291,0.876,0.9666,1.0,0.0728,0.6639,0.6655,vg
100,0.01,0.3336,0.4304,0.8764,0.969,1.0,0.2328,0.6633,0.665,vg
100,0.03,0.3315,0.4324,0.8773,0.9742,1.0,0.6387,0.6647,0.6661,vg
100,0.1,0.3298,0.4358,0.878,0.9841,1.0,1.6966,0.6718,0.6748,vg
100,0.3,0.3327,0.4356,0.8756,0.9933,0.9987,3.4317,0.6859,0.6903,vg
100,1.0,0.3458,0.4283,0.8677,0.999,0.9446,5.9465,0.7089,0.7129,vg
100,3.0,0.3631,0.4176,0.859,1.0,0.823,8.381,0.7259,0.7301,vg
100,10.0,0.3781,0.405,0.8515,1.0,0.7103,10.6378,0.7336,0.7379,vg
100,30.0,0.3866,0.3957,0.8474,1.0,0.6571,11.9324,0.7336,0.7396,vg
120,0.001,0.3364,0.4322,0.8756,0.9558,1.0,0.0279,0.6788,0.6747,vg
120,0.003,0.3361,0.4324,0.8758,0.9569,1.0,0.0822,0.6782,0.6745,vg
120,0.01,0.3344,0.4339,0.8765,0.9599,1.0,0.262,0.6776,0.6741,vg
120,0.03,0.3303,0.4372,0.8781,0.9669,1.0,0.7119,0.6795,0.6769,vg
120,0.1,0.3255,0.4426,0.8797,0.9793,1.0,1.8578,0.686,0.6857,vg
120,0.3,0.3274,0.4443,0.8777,0.9911,0.9971,3.7075,0.701,0.7019,vg
120,1.0,0.3414,0.4381,0.8698,0.9984,0.9299,6.4255,0.7212,0.7262,vg
120,3.0,0.3581,0.4271,0.8614,0.9999,0.8003,9.1655,0.7355,0.7433,vg
120,10.0,0.3744,0.4127,0.8541,1.0,0.6833,11.8337,0.741,0.7499,vg
120,30.0,0.383,0.4031,0.8499,1.0,0.6273,13.4361,0.7408,0.7504,vg
150,0.001,0.3339,0.4393,0.8774,0.9414,1.0,0.0325,0.6865,0.6864,vg
150,0.003,0.3335,0.4397,0.8776,0.9427,1.0,0.0955,0.6859,0.686,vg
150,0.01,0.3316,0.4421,0.8787,0.947,1.0,0.3021,0.6861,0.6871,vg
150,0.03,0.326,0.4464,0.8809,0.9567,1.0,0.8088,0.6894,0.692,vg
150,0.1,0.3202,0.4518,0.8827,0.9732,1.0,2.0636,0.6991,0.7026,vg
150,0.3,0.3216,0.4529,0.8801,0.9882,0.9945,4.0604,0.7129,0.72,vg
150,1.0,0.3371,0.4453,0.8718,0.9977,0.9123,7.0672,0.7321,0.7443,vg
150,3.0,0.3541,0.4339,0.8635,0.9999,0.7745,10.2619,0.7465,0.76,vg
150,10.0,0.3705,0.4192,0.8564,1.0,0.6556,13.5655,0.752,0.7652,vg
150,30.0,0.3795,0.4091,0.8521,1.0,0.5953,15.6656,0.7511,0.7645,vg
200,0.001,0.3289,0.4431,0.8802,0.9193,1.0,0.04,0.7034,0.6984,vg
200,0.003,0.3285,0.4439,0.8806,0.9211,1.0,0.117,0.7029,0.6986,vg
200,0.01,0.325,0.4471,0.8821,0.9271,1.0,0.3658,0.704,0.6999,vg
200,0.03,0.3183,0.4535,0.8849,0.9404,1.0,0.957,0.7078,0.7045,vg
200,0.1,0.3113,0.4614,0.887,0.9637,1.0,2.3592,0.7169,0.7157,vg
200,0.3,0.3119,0.4623,0.884,0.9837,0.9906,4.5506,0.7302,0.7331,vg
200,1.0,0.3277,0.4537,0.8755,0.9964,0.8909,7.9589,0.7476,0.754,vg
200,3.0,0.3443,0.4414,0.8674,0.9997,0.7451,11.8081,0.7593,0.7684,vg
200,10.0,0.3622,0.4258,0.8599,1.0,0.6204,16.1086,0.7615,0.7712,vg
200,30.0,0.3729,0.4137,0.8547,1.0,0.5565,19.0909,0.7585,0.7686,vg
