window,scope,arm,ref,isolates,metric,ref_mean,arm_mean,mean,se,n,n_clusters,frac_arm_better,frac_tied
t10,ALL,gp_rbf_xcal,app_xcal,"head, at the plain x-cal cut",oracle_cost,0.24027921982210926,0.34447104066073697,0.1041918208386277,0.007883215788329297,787,288,0.22871664548919948,0.0025412960609911056
t10,ALL,gp_rbf_xcal,app_xcal,"head, at the plain x-cal cut",regret,0.2351940864040661,0.3587771994917408,0.12358311308767472,0.01557143718213656,787,288,0.4485387547649301,0.0012706480304955528
t10,ALL,gp_rbf_xcal,app_xcal,"head, at the plain x-cal cut",average_precision,0.5394276416772554,0.45887110546378657,-0.08055653621346887,0.00596809005508213,787,288,0.2121982210927573,0.0012706480304955528
t10,ALL,gp_rbf_xcal,app_xcal,"head, at the plain x-cal cut",auroc,0.9091735120711563,0.8344582325285895,-0.0747152795425667,0.006902332826676469,787,288,0.20330368487928843,0.0025412960609911056
t10,ALL,gp_rbf_xcal,app_xcal,"head, at the plain x-cal cut",f1,0.44866954764930117,0.2206246124523507,-0.22804493519695043,0.012986641530908472,787,288,0.16264294790343076,0.026683608640406607
t10,ALL,gp_rbf_xcal,app_xcal,"head, at the plain x-cal cut",fnr,0.42625888691232533,0.3399735400254129,-0.08628534688691233,0.01590075324183727,787,288,0.5933926302414231,0.05972045743329098
t10,ALL,gp_rbf_xcal,app_xcal,"head, at the plain x-cal cut",fpr,0.04921445616264295,0.36327471410419315,0.3140602579415502,0.020007366896251273,787,288,0.3202033036848793,0.03430749682337993
t10,ALL,gp_rbf_xcal,app_xcal,"head, at the plain x-cal cut",n_good,3.3697585768742058,3.611181702668361,0.241423125794155,0.03109329492430735,787,288,0.34942820838627703,0.5006353240152478
t10,ALL,gp_rbf_gmm,app_gmm,"head, at the GMM-midpoint cut",cost,0.41520551207115636,0.5700918919949174,0.1548863799237611,0.010172197282339037,787,288,0.22490470139771285,0.0
t10,ALL,gp_rbf_gmm,app_gmm,"head, at the GMM-midpoint cut",oracle_cost,0.23635459720457436,0.31988357306226173,0.08352897585768741,0.007986307281954121,787,288,0.29224904701397714,0.0038119440914866584
t10,ALL,gp_rbf_gmm,app_gmm,"head, at the GMM-midpoint cut",regret,0.1788509301143583,0.250208332909784,0.07135740279542567,0.0060330579161294836,787,288,0.32655654383735705,0.0012706480304955528
t10,ALL,gp_rbf_gmm,app_gmm,"head, at the GMM-midpoint cut",average_precision,0.5119438564167725,0.4737962401524778,-0.03814761626429479,0.00434359294990196,787,288,0.3240152477763659,0.0012706480304955528
t10,ALL,gp_rbf_gmm,app_gmm,"head, at the GMM-midpoint cut",auroc,0.9127770432020329,0.8496029288437101,-0.06317411435832274,0.006896955132466044,787,288,0.25412960609911056,0.0038119440914866584
t10,ALL,gp_rbf_gmm,app_gmm,"head, at the GMM-midpoint cut",f1,0.09552380559085134,0.08736660736975857,-0.008157198221092758,0.0019043820769765582,787,288,0.24269377382465057,0.0
t10,ALL,gp_rbf_gmm,app_gmm,"head, at the GMM-midpoint cut",fnr,0.0818189745870394,0.1992253583227446,0.1174063837357052,0.01240311545395834,787,288,0.16645489199491742,0.4142312579415502
t10,ALL,gp_rbf_gmm,app_gmm,"head, at the GMM-midpoint cut",fpr,0.333386538754765,0.370866538754765,0.03748,0.007979600445151207,787,288,0.3290978398983482,0.0
t10,ALL,gp_rbf_gmm,app_gmm,"head, at the GMM-midpoint cut",n_good,2.864040660736976,3.5133418043202034,0.6493011435832274,0.034998243161804006,787,288,0.49428208386277,0.4993646759847522
t10,ALL,app,app_xcal,shipped rule vs plain x-cal (SVM head),cost,0.4754733214739517,0.39288707115628974,-0.08258625031766201,0.011412677278522403,787,288,0.6086404066073697,0.0
